image,psnrrgb,psnrycbcr,snrrgb,snrycbcr,msergb,mseycbcr,ssimrgb,ssimycbcr
img/natural/TwoMacaws.tif,35.4818,40.7127,26.8638,33.9697,18.4036,5.5184,0.9764,0.9902
